
 Indiv Chain Sum of Exe. 
  chain 1  chain 2  chain 3  chain 4  chain 5 
     0.7     60.6      0.9      1.2      8.4 
     0.2     98.8      8.3     16.4      9.1 
    17.9     13.8     59.1     23.8      4.8 
    27.6     12.8     46.2      0.3      9.1 
     0.8      5.3      9.9      0.4      0.7 
     6.9      4.0      4.6     52.7      5.6 
    43.9      1.4     32.4      2.7      9.9 
     3.1      5.2      4.6     20.4      0.6 
    36.9      4.3     37.3     23.7      0.6 
   128.3      6.1      1.6      1.7     37.7 
     1.9     36.0     37.2      7.9      3.7 
     8.4      2.7     23.5     12.7      9.6 
     1.5     17.5     87.9      0.1      2.8 
     1.1     25.9      5.3      4.9      1.1 
     1.6      3.7      0.3     44.4      5.6 
     4.8      3.1      1.6      9.6      2.9 
    12.2     48.1      0.7     14.1      0.2 
    28.1      5.6     12.1      2.3      2.6 
     4.4     10.9      7.0      6.8      1.2 
     6.3      7.2      2.1      2.7     48.9 
    10.4     49.3      0.6      8.3      3.0 
     2.4      1.0     65.4     14.1      4.3 
     0.4      4.5      8.5      3.4      8.4 
    31.7      0.6     42.0      8.8      2.8 
    17.6     30.9      7.2      6.0      1.0 
     1.8      9.1     26.1     28.8      9.4 
    13.7     47.3     92.2     23.7      1.5 
    15.8      0.7      1.3      3.1     16.2 
     0.1      1.6      5.4     10.2      0.4 
     3.2      9.3      7.3      2.5      7.0 
     1.1      1.1     14.0      2.4      8.0 
    18.0      2.7      2.5     47.9      1.1 
     1.3      0.3      9.7     41.0     60.1 
     1.7      2.9      1.5      3.9     44.5 
     2.9     32.3      1.4      1.7     16.7 
    56.3     12.5      5.0      2.5      3.4 
    16.9     54.1     28.5     70.3      3.8 
     1.3      0.7      4.3      0.8      0.8 
    23.7      9.1     85.2      0.4      0.5 
     5.1      7.0     69.4     27.7      3.5 
     1.2     17.1      2.9      2.7     26.7 
     0.4     24.1      9.0     40.8      3.3 
    16.9     23.2      0.2     33.5      9.3 
     4.1      1.8     14.2      2.9      9.9 
    23.9      5.5      5.7      5.2      5.1 
     5.5      0.3      3.8      0.8      0.3 
     5.6      1.7      8.2      5.0      1.5 
    16.6      3.6     78.5      0.7      1.1 
    76.6     16.5      8.0      8.6      3.3 
    26.3     11.2      7.8      3.7     49.4 
    13.3     24.0      2.6     14.5     16.3 
    13.7      1.4     32.7      2.7      1.2 
    19.4      0.2     31.8      2.4     16.6 
    53.8      7.4      4.1     14.3      8.6 
     6.9      0.5     13.4      0.6      5.0 
     8.9      2.2      0.0      0.3      5.8 
     0.5      0.8     13.5      0.5      2.2 
     4.3      5.6      4.4      0.4      4.0 
     9.6     54.2      2.4      5.4     15.6 
     0.2     25.7      6.5     19.5      6.7 
    17.7      1.6     19.0      1.8      0.3 
    15.9      5.4     43.5      5.8      1.0 
    11.1     41.8      0.2      0.2      3.7 
    15.4      2.7      3.1     15.9     11.7 
    33.4      1.2     15.6      9.4      0.1 
     2.2     91.2      5.2     29.4      3.6 
     2.1     81.3     39.9      4.2     65.9 
    25.5     28.9      7.8      1.2     16.9 
     7.4     29.0      2.4     11.9      2.5 
    46.0      3.1     19.2      7.6      1.9 
    79.8      4.7      3.6      0.1      2.3 
     6.0      3.0     10.3     25.5      4.4 
    55.4     10.2     12.1      3.4      4.5 
    19.8      2.8      3.9     21.6     30.4 
     0.1      0.4     56.5      5.1     10.3 
     5.6     22.0     42.9      7.0     18.3 
    19.0      3.0      5.6      0.8     97.2 
    58.9     18.1      9.9     11.9     35.2 
     6.8      7.1     77.0      3.7     35.7 
    33.5     15.9      0.6      1.1      2.4 
     0.8     11.8    112.9     36.5      1.8 
     0.9      1.8      0.1      8.2      7.7 
     3.0      9.7      6.0     12.4      5.7 
     4.1     13.5      0.3      0.7     11.5 
     2.3      0.4     44.8     14.6      5.3 
    34.0     24.2      1.0     19.5      1.5 
     9.2     16.7     12.8     42.0      4.8 
    88.7      0.7     15.5      1.5     26.1 
     0.8     28.9    147.3      8.0     13.2 
     0.2      0.2     76.0      0.8      2.2 
     1.9      4.8    156.9     40.4      0.5 
     5.5      2.5     41.9     10.4     47.4 
     2.7     10.6     52.8      1.9      2.3 
    18.5      1.2      5.7     20.0     21.8 
     2.0      9.0      7.8      1.1     23.6 
    24.9      7.3     21.7     11.1      2.1 
    14.0     22.5     12.4      9.5      4.1 
    18.3     12.9      0.0     14.4     58.4 
     0.2     13.0     33.0     76.3      5.5 
    22.8      3.1      0.2      0.7     83.0 
     0.5      1.9     22.6     10.0     40.2 
     0.2      2.0      7.6     44.9      3.0 
     2.1      1.9      7.7      1.4     40.6 
     2.6      0.8      6.7      0.9      6.9 
    62.0     16.9    122.6      6.3      1.0 
     8.1     57.4      1.2     14.5      3.7 
     4.7      2.4     21.0     66.0     20.6 
     1.1     49.2      6.7     17.2      6.8 
    59.2     41.9      0.8     12.8      1.7 
     1.1     87.3      6.2      2.7      8.5 
     2.5     17.9      0.2     19.7      0.4 
    57.3      1.4     35.5      6.7     37.1 
    19.2      5.3     28.5     29.2      8.1 
     6.1      8.5     14.8     65.5      0.6 
     0.3     70.7      0.5     26.1      2.8 
     1.3      0.2      0.1      1.0     73.8 
    28.2     12.5      1.9      0.1      2.5 
     0.9     20.0      5.0      0.8      5.3 
     3.5      0.8      0.2     23.4     13.0 
    39.1     74.0     49.7     84.6      0.4 
    19.7      2.1      0.4      8.0      9.0 
    13.2     72.8     19.2      1.8      8.9 
   108.9      9.9     16.7     13.6      9.2 
     9.5      5.6     27.5     47.1     94.6 
     1.9     17.6     30.2      5.2      5.3 
    48.3      1.0      1.3     14.1      2.5 
     3.4     16.3     76.2      1.1      5.3 
    36.9      7.8     83.7      0.0      5.2 
     9.3      1.4     20.1     34.2     15.6 
    15.9     11.4      0.1      3.3      9.0 
     8.4      1.1      0.8      4.8     12.6 
    17.3     13.7     27.8      9.9      1.4 
    28.0      9.4      4.4      9.6     15.4 
     5.2     23.4      0.0      2.1      3.9 
     3.4     15.3      8.6      7.1      1.1 
     0.3     10.5      0.5     48.3      0.1 
     4.0     28.0      0.6     24.8      1.3 
     3.3      8.1     11.1      0.5      0.8 
    18.1     12.1      1.1     19.3      5.3 
     1.2     24.8     53.1     59.4      1.5 
     3.6     41.2     16.0      6.3     15.2 
    23.6     13.4     16.7      0.7      1.6 
    22.0      3.3      2.7      1.2      1.7 
     2.6      3.5     23.1     11.7      1.2 
     9.2     19.4     56.3      9.1      0.6 
    11.7     35.1      1.1     68.7      5.0 
     1.9     10.5      2.2     46.0      3.2 
     3.0     25.2      1.0      7.1      0.4 
     0.8      6.4      6.4     20.2     28.3 
    75.7      5.2      8.3      3.4     18.5 
    65.5      2.0      0.3      4.2     66.7 
     0.6      3.1      0.5    139.6     11.3 
     0.4     11.9      0.5     16.8      4.2 
     7.2     12.7      2.6      6.7     25.4 
     0.7      8.8      5.1     78.1     24.8 
     7.6      0.5     18.2      1.9      4.1 
     1.7      1.4      3.2      4.0      9.6 
     2.5      0.9     16.7     65.7     12.2 
    21.2      0.6      6.8      6.9      4.0 
    21.5      5.7     10.1      1.8     52.6 
     4.4     27.9      3.4     41.1      0.8 
    10.3      3.8      5.2      7.2     56.7 
     9.1      6.5      6.3      3.1     17.1 
     0.6      0.8      1.8     50.9      2.6 
    66.0    129.0     12.5      2.6     12.8 
     0.2     12.9     16.1     28.9     36.8 
    11.5      0.8      3.8     14.5     26.3 
    17.2      0.9     15.4     41.8      0.9 
    32.9      2.2    149.2      1.4     52.6 
     7.2      3.8      1.4     49.9     27.0 
     8.8      2.8      0.2     22.2     20.5 
     2.6     52.2      1.7      1.2     28.0 
    11.5     16.3      2.6      1.2     80.7 
     1.1     58.9     35.4     18.7      2.1 
     1.4     26.9     32.8     38.6     14.1 
    21.7      4.5      4.7      8.2      1.2 
    41.7     85.2      8.2      2.2      1.0 
    14.6      0.4      8.6      1.2      1.4 
     3.5      6.4      6.5      1.5      1.3 
     2.7     60.4      0.6      1.5     24.9 
    11.5      1.8      1.4      0.3    108.9 
     0.8      5.2      2.0      1.4      0.5 
    12.7      2.6      1.5     10.4      3.7 
    18.4      1.4     13.1      0.9      0.2 
     8.6      0.1      1.2      7.9     12.7 
    13.5     24.5      7.0     69.5      0.2 
     0.1     24.5     22.5     27.6      2.1 
     1.3     14.3     65.9      5.6     23.1 
    13.2     41.2      1.3     27.4     19.0 
    15.8     78.8      5.8      0.8      0.7 
     3.1     34.4     16.2      1.3      1.1 
    52.8      5.4     11.6      1.0      7.8 
    31.5     38.1      1.1     13.0     16.1 
     0.4      5.1     13.7     31.1      3.5 
     1.1      5.8     62.4      5.6      0.1 
     4.5     25.1     33.8     18.6      4.5 
    57.5      1.6      5.1     11.3     44.7 
     1.0     49.1     20.1      7.9      7.7 
     0.9      3.5     18.5     29.4     34.2 
   105.1     28.4      8.1     28.7     12.9 
   106.3      7.7     41.6      5.0      0.9 
    91.8      3.0      0.8      1.4     17.2 
   126.6     21.8      1.4      0.9     11.2 
    27.5     60.1      2.1     16.6      6.7 
    30.3      1.6      2.7     20.4     37.0 
    36.1    108.6      3.1      4.9      4.9 
     4.9     32.8     32.2     21.8      2.6 
    14.3     29.4     14.2      0.5      8.4 
     0.4     57.1     41.3      1.5      0.4 
     0.1     64.7     32.3     35.1      8.2 
     5.1     21.1      1.0     11.7     13.0 
    19.1      7.9      1.1      0.1      0.5 
     2.7     11.2      0.5     35.8      0.6 
     9.8     21.4     90.9      5.8     36.1 
     1.4      8.6     10.3      7.5     28.8 
    24.9     13.5     70.7      8.1      7.0 
    48.0     18.4      0.1      3.0     29.6 
     3.8     31.6      3.8      6.0      7.4 
     0.4      5.4     30.4     66.6     45.6 
     8.6      3.7      2.1      0.9     34.2 
    70.6     55.1      1.0      6.4     17.5 
     2.0      6.3     23.2     20.6     21.7 
     0.3     27.6      0.1     11.0      1.5 
     2.6     33.4      3.6      5.5     33.1 
     2.0      0.4      0.6      8.2     26.2 
     4.0      5.2     84.7      0.4      0.6 
     6.9     34.3     13.4     11.9     90.3 
     3.0      0.1     11.3      5.8      1.7 
     5.5      3.1     42.3      0.6      0.2 
    25.0      0.9     42.8      7.5      0.6 
     3.8     40.8     26.7     25.3      2.7 
     0.7      3.2     35.6     15.5      3.1 
    18.3      4.0      1.4     36.3     18.3 
     1.1     81.3      3.2      1.8      3.7 
    20.5      1.7      8.4      2.7     45.2 
     1.2     91.3     15.4      1.2      2.1 
     0.1     27.6      2.4     24.9      0.7 
    16.3      2.5     34.6     33.2      7.6 
    53.6      1.6      0.4      2.6      0.2 
    14.7      0.8      0.7     13.1     28.9 
     5.4     49.8      0.9      1.1     31.1 
    13.3     92.2     22.0     11.1      2.0 
     3.1      1.6     29.7      2.5     12.6 
   124.8     54.4      1.2      6.1      1.5 
    24.0     34.4     96.6      1.9      0.3 
   108.5     24.9      7.2      0.5      3.7 
    20.3      9.1     53.4     37.1     27.1 
     1.0      1.3      6.1      1.2     14.7 
     0.9      0.8      0.4     65.3     27.9 
    36.7      9.8     11.4     17.0      5.9 
     0.1      2.2      0.8      4.1      4.9 
    13.7     12.5     36.4     99.8      0.1 
     2.3      5.1     29.8      2.4     18.5 
    63.0     38.9      0.5      2.6     11.0 
    16.2      5.3      3.9     19.5      0.9 
     8.6     14.8      0.7      7.9     23.6 
     8.7      4.8      8.2      3.0      3.5 
     4.3     52.7      0.1      6.3      0.3 
    25.2     41.0      0.3     40.9      4.3 
     5.2     26.1     14.5      3.1      2.5 
     0.1     15.3     37.4     27.8      6.4 
    70.0      1.0      0.9     15.3      9.3 
     0.4     60.2      8.1     65.2     59.2 
    98.1      2.6      3.6      2.2      1.2 
    76.7     12.8      3.6      2.1     26.4 
     0.7     14.2     10.5      3.1      0.8 
     3.3      0.1     26.9     16.6      8.6 
    88.9     26.6      9.0      1.2     22.9 
    23.9     11.3      8.0     35.6      6.5 
     1.6     16.9      1.5      2.4      2.0 
     0.4     22.4     23.7     61.1      6.3 
     0.8     35.6      3.4      4.0      0.6 
     0.2     34.0      4.9     28.1      0.1 
     5.9     26.0      4.6      0.1     13.1 
    30.7     24.3      3.4      3.2     54.6 
     1.5      3.5      1.6     10.6     11.5 
    22.3      0.1     35.6      1.7      8.7 
     6.3      1.8     11.8      2.8     13.7 
    10.7     42.8      9.7      7.1      6.3 
    15.7      0.7      1.0      1.1     30.7 
     4.3      4.4      7.2      6.2      6.3 
    44.8      1.3      1.3     24.6     31.1 
     1.1      1.7     28.6     88.0     89.7 
     0.9      3.4      8.5     44.5      2.6 
    11.3     41.8     23.6      0.5      4.8 
    58.0      0.5      0.4     14.2      5.0 
     3.5      3.3     14.6      0.3     11.8 
     7.2     28.5     15.2     11.9      0.8 
    28.5     39.6      0.7      2.9      7.3 
     2.7      8.8      9.1     14.1      3.8 
     2.9      4.8     55.1     30.2      1.6 
     0.3      0.8     15.6      0.1      7.1 
     3.9      4.1      2.3      0.8     15.1 
     2.7     35.3      2.5     22.0     18.4 
     1.9      1.7      1.3      1.0      0.6 
    11.7      6.0     13.2     17.8      1.2 
     2.5      6.8     61.1      3.1      0.0 
     0.9      2.2     22.5      4.9      8.6 
     1.9      0.2     15.7      0.8      9.6 
     3.4    129.2     49.6      3.1      4.4 
    19.2      0.2      1.1      4.4     20.5 
    55.0     22.0     35.3      5.7      1.2 
    44.7      3.0     10.4     16.9      4.4 
     3.8      4.7      2.0     11.2      1.4 
     7.1     40.2     33.2     33.2     24.0 
    10.3      1.7     37.9      0.9     20.1 
    18.2      2.4     10.8      8.7     24.4 
     0.3      0.1      0.8      1.3      0.8 
     7.5      2.8     27.7      2.9      1.5 
    15.6     40.5      4.1     53.7     21.3 
     0.3      5.0     28.7     17.6     29.6 
     0.9      0.6      1.2     57.8      0.8 
    66.5      3.5      4.5      0.3      5.0 
    56.1      5.0      3.3      4.5      6.1 
     4.3      7.0     46.8     12.7      3.4 
    10.7     81.5      1.6      4.2     31.6 
     5.4     45.6      6.2      2.5     12.9 
    10.1      1.0     43.5     30.8     18.3 
    47.5      3.4     12.8      2.0     49.5 
    36.0     27.4      3.1      1.3      1.6 
    52.4     27.3      1.8      1.8      1.0 
    18.5     39.5     63.3     18.5      1.2 
    16.2      0.4     66.3      2.5      3.2 
     2.5     70.7     22.0     63.0      2.6 
    77.7     14.8      6.7      2.0     43.3 
    41.0      0.6      1.0      8.4     26.3 
    13.4      0.3     31.7      0.8      2.8 
     4.3      1.7      0.3     12.9      4.6 
     1.4      1.7      3.5     21.7     11.0 
     5.8     45.3     30.8     38.6      0.7 
     0.7     40.9      2.6      9.2     23.3 
     8.5     12.9      0.8      2.6     15.3 
     0.1     29.1     32.7     14.1      8.3 
    10.5     28.2      6.4      3.1     17.3 
     1.4     12.2      9.2      6.9      0.6 
    11.6     13.3      0.2      9.8      3.5 
     6.7      8.9      1.8     94.6      0.9 
     0.8      0.7      7.1     16.1     32.5 
     8.2     17.6     26.7     38.0      0.1 
     3.6      2.5     94.7      4.7     22.1 
     2.2     24.1     16.6      0.6      2.6 
     4.8     10.1     45.6      0.7      0.1 
     0.3     60.5     15.2     43.2      5.6 
     0.8     29.7      9.7     29.1      6.5 
     1.7     47.8      3.0      4.7     33.6 
